split,filename,writer,page_id,language,same_text,candidate_count,otsu_threshold,eligible_for_fixed_k
fit,0207_4.jpg,207,4,English,1,215,0.018589415587484837,True
fit,0208_1.jpg,208,1,Arabic,0,158,0.01994040049612522,True
fit,0208_2.jpg,208,2,Arabic,1,206,0.020581207238137722,True
fit,0208_3.jpg,208,3,English,0,176,0.029835865832865238,True
fit,0208_4.jpg,208,4,English,1,299,0.02221902832388878,True
fit,0209_1.jpg,209,1,Arabic,0,117,0.018446926027536392,True
fit,0209_2.jpg,209,2,Arabic,1,166,0.01936009619385004,True
fit,0209_3.jpg,209,3,English,0,116,0.016457416117191315,True
fit,0209_4.jpg,209,4,English,1,204,0.020588716492056847,True
fit,0211_1.jpg,211,1,Arabic,0,216,0.018758938647806644,True
fit,0211_2.jpg,211,2,Arabic,1,272,0.020173203200101852,True
fit,0211_3.jpg,211,3,English,0,176,0.024429814890027046,True
fit,0211_4.jpg,211,4,English,1,308,0.027379032224416733,True
fit,0212_1.jpg,212,1,Arabic,0,141,0.012290431186556816,True
fit,0212_2.jpg,212,2,Arabic,1,226,0.015564606990665197,True
fit,0212_3.jpg,212,3,English,0,132,0.02255579363554716,True
fit,0212_4.jpg,212,4,English,1,257,0.010247291997075081,True
fit,0213_1.jpg,213,1,Arabic,0,162,0.016670044511556625,True
fit,0213_2.jpg,213,2,Arabic,1,263,0.023734062910079956,True
fit,0213_3.jpg,213,3,English,0,158,0.03163528814911842,True
fit,0213_4.jpg,213,4,English,1,326,0.02328734379261732,True
fit,0214_1.jpg,214,1,Arabic,0,158,0.022396511398255825,True
fit,0214_2.jpg,214,2,Arabic,1,287,0.015840952284634113,True
fit,0214_3.jpg,214,3,English,0,126,0.022694073617458344,True
fit,0214_4.jpg,214,4,English,1,336,0.030238397419452667,True
fit,0220_1.jpg,220,1,Arabic,0,191,0.02665405347943306,True
fit,0220_2.jpg,220,2,Arabic,1,337,0.030082588084042072,True
fit,0220_3.jpg,220,3,English,0,221,0.03373071923851967,True
fit,0220_4.jpg,220,4,English,1,309,0.03506854921579361,True
fit,0221_1.jpg,221,1,Arabic,0,147,0.02428142912685871,True
fit,0221_2.jpg,221,2,Arabic,1,320,0.028988543897867203,True
fit,0221_3.jpg,221,3,English,0,148,0.024189230054616928,True
fit,0221_4.jpg,221,4,English,1,267,0.03157439921051264,True
fit,0223_1.jpg,223,1,Arabic,0,163,0.016449143178761005,True
fit,0223_2.jpg,223,2,Arabic,1,247,0.0248472448438406,True
fit,0223_3.jpg,223,3,English,0,161,0.018190045841038227,True
fit,0223_4.jpg,223,4,English,1,361,0.02624510508030653,True
fit,0225_1.jpg,225,1,Arabic,0,143,0.008399750106036663,True
fit,0225_2.jpg,225,2,Arabic,1,314,0.010088542476296425,True
fit,0225_3.jpg,225,3,English,0,157,0.010926520451903343,True
fit,0225_4.jpg,225,4,English,1,289,0.01378328213468194,True
fit,0226_1.jpg,226,1,Arabic,0,154,0.018192834220826626,True
fit,0226_2.jpg,226,2,Arabic,1,239,0.021033245138823986,True
fit,0226_3.jpg,226,3,English,0,153,0.028542939573526382,True
fit,0226_4.jpg,226,4,English,1,252,0.027920089662075043,True
fit,0227_1.jpg,227,1,Arabic,0,158,0.021767640486359596,True
fit,0227_2.jpg,227,2,Arabic,1,316,0.023340067826211452,True
fit,0227_3.jpg,227,3,English,0,75,0.028053253889083862,True
fit,0227_4.jpg,227,4,English,1,312,0.02652862388640642,True
fit,0228_1.jpg,228,1,Arabic,0,138,0.02888748236000538,True
fit,0228_2.jpg,228,2,Arabic,1,240,0.025269300676882267,True
fit,0228_3.jpg,228,3,English,0,132,0.019794645719230175,True
fit,0228_4.jpg,228,4,English,1,330,0.02079160138964653,True
fit,0229_1.jpg,229,1,Arabic,0,213,0.02134655322879553,True
fit,0229_2.jpg,229,2,Arabic,1,253,0.021677186712622643,True
fit,0229_3.jpg,229,3,English,0,147,0.019992224872112274,True
fit,0229_4.jpg,229,4,English,1,258,0.020843010395765305,True
fit,0231_1.jpg,231,1,Arabic,0,171,0.019300345331430435,True
fit,0231_2.jpg,231,2,Arabic,1,251,0.02010953798890114,True
fit,0231_3.jpg,231,3,English,0,202,0.022601662203669548,True
fit,0231_4.jpg,231,4,English,1,270,0.02346440777182579,True
fit,0232_1.jpg,232,1,Arabic,0,132,0.03187129180878401,True
fit,0232_2.jpg,232,2,Arabic,1,238,0.01911360863596201,True
fit,0232_3.jpg,232,3,English,0,117,0.023567616939544678,True
fit,0232_4.jpg,232,4,English,1,276,0.02046033926308155,True
fit,0234_1.jpg,234,1,Arabic,0,125,0.02186273317784071,True
fit,0234_2.jpg,234,2,Arabic,1,233,0.019747648388147354,True
fit,0234_3.jpg,234,3,English,0,128,0.0171032240614295,True
fit,0234_4.jpg,234,4,English,1,256,0.014610445592552423,True
fit,0235_1.jpg,235,1,Arabic,0,147,0.04611361399292946,True
fit,0235_2.jpg,235,2,Arabic,1,200,0.018539355136454105,True
fit,0235_3.jpg,235,3,English,0,132,0.04979121498763561,True
fit,0235_4.jpg,235,4,English,1,266,0.021246549673378468,True
fit,0240_1.jpg,240,1,Arabic,0,145,0.016861049458384514,True
fit,0240_2.jpg,240,2,Arabic,1,196,0.017959153279662132,True
fit,0240_3.jpg,240,3,English,0,167,0.013819716405123472,True
fit,0240_4.jpg,240,4,English,1,285,0.0171330738812685,True
fit,0241_1.jpg,241,1,Arabic,0,117,0.025703412480652332,True
fit,0241_2.jpg,241,2,Arabic,1,180,0.03369634039700031,True
fit,0241_3.jpg,241,3,English,0,114,0.025022597052156925,True
fit,0241_4.jpg,241,4,English,1,272,0.028869573026895523,True
fit,0242_1.jpg,242,1,Arabic,0,162,0.01562456600368023,True
fit,0242_2.jpg,242,2,Arabic,1,221,0.025752654299139977,True
fit,0242_3.jpg,242,3,English,0,148,0.018412700854241848,True
fit,0242_4.jpg,242,4,English,1,311,0.028561865910887718,True
fit,0243_1.jpg,243,1,Arabic,0,126,0.0221389913931489,True
fit,0243_2.jpg,243,2,Arabic,1,202,0.021287583746016026,True
fit,0243_3.jpg,243,3,English,0,136,0.022727902978658676,True
fit,0243_4.jpg,243,4,English,1,272,0.022692096419632435,True
fit,0244_1.jpg,244,1,Arabic,0,82,0.039706237614154816,True
fit,0244_2.jpg,244,2,Arabic,1,404,0.047649357467889786,True
fit,0244_3.jpg,244,3,English,0,170,0.03487606532871723,True
fit,0244_4.jpg,244,4,English,1,412,0.04891091212630272,True
fit,0245_1.jpg,245,1,Arabic,0,157,0.018488544039428234,True
fit,0245_2.jpg,245,2,Arabic,1,268,0.02549033146351576,True
fit,0245_3.jpg,245,3,English,0,165,0.037967829033732414,True
fit,0245_4.jpg,245,4,English,1,319,0.03134796675294638,True
fit,0246_1.jpg,246,1,Arabic,0,136,0.025300847366452217,True
fit,0246_2.jpg,246,2,Arabic,1,208,0.02173953503370285,True
fit,0246_3.jpg,246,3,English,0,205,0.02460882905870676,True
fit,0246_4.jpg,246,4,English,1,333,0.021976176649332047,True
fit,0247_1.jpg,247,1,Arabic,0,180,0.016998358070850372,True
fit,0247_2.jpg,247,2,Arabic,1,262,0.01950138434767723,True
fit,0247_3.jpg,247,3,English,0,169,0.0346856415271759,True
fit,0247_4.jpg,247,4,English,1,311,0.019679633900523186,True
fit,0249_1.jpg,249,1,Arabic,0,147,0.026878949254751205,True
fit,0249_2.jpg,249,2,Arabic,1,281,0.026503030210733414,True
fit,0249_3.jpg,249,3,English,0,99,0.02893129177391529,True
fit,0249_4.jpg,249,4,English,1,268,0.028208771720528603,True
fit,0250_1.jpg,250,1,Arabic,0,151,0.01610752660781145,True
fit,0250_2.jpg,250,2,Arabic,1,205,0.01807527244091034,True
fit,0250_3.jpg,250,3,English,0,155,0.020192249678075314,True
fit,0250_4.jpg,250,4,English,1,298,0.026911485940217972,True
fit,0251_1.jpg,251,1,Arabic,0,155,0.02024280559271574,True
fit,0251_2.jpg,251,2,Arabic,1,265,0.020954100415110588,True
fit,0251_3.jpg,251,3,English,0,120,0.02749695722013712,True
fit,0251_4.jpg,251,4,English,1,328,0.019929727539420128,True
fit,0252_1.jpg,252,1,Arabic,0,134,0.01676801312714815,True
fit,0252_2.jpg,252,2,Arabic,1,152,0.015906398184597492,True
fit,0252_3.jpg,252,3,English,0,134,0.014974971301853657,True
fit,0252_4.jpg,252,4,English,1,267,0.013757211621850729,True
fit,0255_1.jpg,255,1,Arabic,0,201,0.018538148142397404,True
fit,0255_2.jpg,255,2,Arabic,1,297,0.02300970535725355,True
fit,0255_3.jpg,255,3,English,0,162,0.03338489681482315,True
fit,0255_4.jpg,255,4,English,1,302,0.02179649844765663,True
fit,0256_1.jpg,256,1,Arabic,0,108,0.019333548843860626,True
fit,0256_2.jpg,256,2,Arabic,1,172,0.018974412232637405,True
fit,0256_3.jpg,256,3,English,0,110,0.016049143858253956,True
fit,0256_4.jpg,256,4,English,1,258,0.01876891404390335,True
fit,0260_1.jpg,260,1,Arabic,0,128,0.017787419259548187,True
fit,0260_2.jpg,260,2,Arabic,1,237,0.01987453270703554,True
fit,0260_3.jpg,260,3,English,0,137,0.023704038001596928,True
fit,0260_4.jpg,260,4,English,1,275,0.03069656901061535,True
fit,0261_1.jpg,261,1,Arabic,0,142,0.015998550690710545,True
fit,0261_2.jpg,261,2,Arabic,1,234,0.016042130067944527,True
fit,0261_3.jpg,261,3,English,0,136,0.02231562789529562,True
fit,0261_4.jpg,261,4,English,1,281,0.0182555066421628,True
fit,0262_1.jpg,262,1,Arabic,0,136,0.016600605100393295,True
fit,0262_2.jpg,262,2,Arabic,1,213,0.016532381996512413,True
fit,0262_3.jpg,262,3,English,0,122,0.020871711894869804,True
fit,0262_4.jpg,262,4,English,1,274,0.020060843788087368,True
fit,0263_1.jpg,263,1,Arabic,0,130,0.01596742682158947,True
fit,0263_2.jpg,263,2,Arabic,1,247,0.024696772918105125,True
fit,0263_3.jpg,263,3,English,0,99,0.024652523919939995,True
fit,0263_4.jpg,263,4,English,1,291,0.02406027354300022,True
fit,0264_1.jpg,264,1,Arabic,0,152,0.0132161695510149,True
fit,0264_2.jpg,264,2,Arabic,1,283,0.015220452100038528,True
fit,0264_3.jpg,264,3,English,0,138,0.019802147522568703,True
fit,0264_4.jpg,264,4,English,1,269,0.02207990176975727,True
fit,0265_1.jpg,265,1,Arabic,0,113,0.012965435162186623,True
fit,0265_2.jpg,265,2,Arabic,1,139,0.018152854405343533,True
fit,0265_3.jpg,265,3,English,0,138,0.012079451233148575,True
fit,0265_4.jpg,265,4,English,1,207,0.012805579230189323,True
fit,0267_1.jpg,267,1,Arabic,0,178,0.021968526765704155,True
fit,0267_2.jpg,267,2,Arabic,1,222,0.01684551127254963,True
fit,0267_3.jpg,267,3,English,0,136,0.032416095957159996,True
fit,0267_4.jpg,267,4,English,1,244,0.02203901018947363,True
fit,0272_1.jpg,272,1,Arabic,0,152,0.02395661361515522,True
fit,0272_2.jpg,272,2,Arabic,1,232,0.02702835015952587,True
fit,0272_3.jpg,272,3,English,0,145,0.02842256799340248,True
fit,0272_4.jpg,272,4,English,1,189,0.02742328029125929,True
fit,0273_1.jpg,273,1,Arabic,0,157,0.01959381438791752,True
fit,0273_2.jpg,273,2,Arabic,1,194,0.01827381458133459,True
fit,0273_3.jpg,273,3,English,0,157,0.020525416359305382,True
fit,0273_4.jpg,273,4,English,1,273,0.016125566326081753,True
fit,0274_1.jpg,274,1,Arabic,0,162,0.012384435161948204,True
fit,0274_2.jpg,274,2,Arabic,1,196,0.018626744858920574,True
fit,0274_3.jpg,274,3,English,0,136,0.01875616703182459,True
fit,0274_4.jpg,274,4,English,1,220,0.013475879561156034,True
fit,0276_1.jpg,276,1,Arabic,0,147,0.024378531612455845,True
fit,0276_2.jpg,276,2,Arabic,1,273,0.020423784852027893,True
fit,0276_3.jpg,276,3,English,0,128,0.01951908227056265,True
fit,0276_4.jpg,276,4,English,1,311,0.02870500646531582,True
fit,0281_1.jpg,281,1,Arabic,0,129,0.01578970579430461,True
fit,0281_2.jpg,281,2,Arabic,1,202,0.04459199868142605,True
fit,0281_3.jpg,281,3,English,0,127,0.022193098440766335,True
fit,0281_4.jpg,281,4,English,1,291,0.025742207653820515,True
